BUKRS,BELNR,GJAHR,BUZEI,BUZID,BSCHL,KOART,SHKZG,MWSKZ,WRBTR,HKONT,LIFNR,BLART,BUDAT,STBLG
ZX48,1510210847,2020,2,,40,S,S,QB,124345,7325581,,KN,20200304,
ZX48,1510205656,2020,2,,40,S,S,QD,62868.8,7325581,,KN,20200101,
ZX48,1510197284,2019,2,,40,S,S,R0,49345,7325581,,KN,20190820,
ZK02,1510036813,2019,2,,40,S,S,,92745,7325581,,KN,20190521,
ZN02,1510053430,2020,2,,40,S,S,IF,1243845,7325581,,KN,20200315,
ZN02,1510052970,2020,2,,40,S,S,IF,1092381.62,7325581,,KN,20200213,
ZN02,1510052808,2020,2,,40,S,S,I6,1283761,7325581,,KN,20200204,
ZN02,1510052717,2020,2,,40,S,S,IB,830845,7325581,,KN,20200201,
ZN02,1510052711,2020,2,,40,S,S,IF,1243845,7325581,,KN,20200201,800001722
ZN02,1510052702,2020,2,,40,S,S,IF,2394345,7325581,,KN,20200201,
ZN02,1510052521,2020,2,,40,S,S,IF,1568345,7325581,,KN,20200108,
ZN02,1510052495,2020,2,,40,S,S,IB,883345,7325581,,KN,20200107,
ZN02,1510052315,2020,2,,40,S,S,IF,1910545,7325581,,KN,20200201,
ZN02,1510052193,2020,2,,40,S,S,IF,2394345,7325581,,KN,20200101,800001692
ZN02,1510052171,2020,2,,40,S,S,IF,373889,7325581,,KN,20200101,
ZN02,1510052052,2019,2,,40,S,S,IB,1537665,7325581,,KN,20191213,800001684
ZN02,1510051920,2019,2,,40,S,S,IF,4488845,7325581,,KN,20191204,
ZN02,1510051890,2019,2,,40,S,S,IF,1025545,7325581,,KN,20191202,
ZN02,1510051865,2019,2,,40,S,S,,68345,7325581,,KN,20191201,
ZN02,1510051852,2019,2,,40,S,S,IF,2583145,7325581,,KN,20191201,
ZN02,1510051635,2019,2,,40,S,S,IF,4074193,7325581,,KN,20191201,
ZN02,1510051581,2019,2,,40,S,S,IB,801345,7325581,,KN,20191201,
ZN02,1510051548,2019,2,,40,S,S,,68345,7325581,,KN,20191111,
ZN02,1510051483,2019,2,,40,S,S,IF,417845,7325581,,KN,20191105,
ZN02,1510051259,2019,2,,40,S,S,IF,836745,7325581,,KN,20191017,800001705
ZN02,1510051201,2019,2,,40,S,S,,717355,7325581,,KN,20191014,
ZN02,1510051114,2019,2,,40,S,S,IF,1774623.75,7325581,,KN,20191007,
ZN02,1510050865,2019,2,,40,S,S,IF,2522955.56,7325581,,KN,20190918,
ZN02,1510050855,2019,2,,40,S,S,IB,1216351,7325581,,KN,20191001,
ZN02,1510050236,2019,2,,40,S,S,IF,1699325,7325581,,KN,20190801,
ZN02,1510050090,2019,2,,40,S,S,IF,1332345,7325581,,KN,20190722,
ZN02,1510049985,2019,2,,40,S,S,IF,2037985,7325581,,KN,20190801,
ZN02,1510049950,2019,2,,40,S,S,IF,1699325,7325581,,KN,20190705,800001551
ZN02,1510049943,2019,2,,40,S,S,IF,3351574,7325581,,KN,20190705,
ZN02,1510049801,2019,2,,40,S,S,IF,2038897,7325581,,KN,20190701,
ZN02,1510049682,2019,2,,40,S,S,IF,1774845,7325581,,KN,20190614,
ZN02,1510049343,2019,2,,40,S,S,IF,1450345,7325581,,KN,20190522,
ZN02,1510049342,2019,2,,40,S,S,IB,715441,7325581,,KN,20190522,
ZN02,1510049338,2019,2,,40,S,S,IF,1774845,7325581,,KN,20190521,800001526
ZN02,1510049150,2019,2,,40,S,S,IB,2331049.8,7325581,,KN,20190502,
ZN02,1510048975,2019,2,,40,S,S,IB,1325855,7325581,,KN,20190501,
ZN02,1510048623,2019,2,,40,S,S,IB,1080226,7325581,,KN,20190401,
ZN02,1510047754,2019,2,,40,S,S,IF,1392262,7325581,,KN,20190201,
ZN02,1510046589,2019,2,,40,S,S,IF,824632,7325581,,KN,20190101,
RU05,1510068497,2019,2,,40,S,S,V0,2820645,7325581,,KN,20190901,
SG01,1510061121,2019,4,,40,S,S,VF,94545,7325581,,KN,20190918,
SG01,1510061121,2019,3,,40,S,S,V0,34825,7325581,,KN,20190918,
SG01,1510061121,2019,2,,50,S,H,V0,42345,7325581,,KN,20190918,
SG01,1510060133,2019,2,,40,S,S,VF,44391,7325581,,KN,20190722,
US16,1510111592,2019,2,,40,S,S,Q0,48520,7325581,,KN,20190923,
US16,1510105072,2019,2,,40,S,S,Q1,36235,7325581,,KN,20190424,
ZT01,1510025527,2020,3,,50,S,H,V1,34745.54,6256956,,KN,20200315,
ZT01,1510025233,2020,3,,50,S,H,V1,34854.47,6256956,,KN,20200210,
ZT01,1510024989,2020,3,,50,S,H,V1,34839.53,6256956,,KN,20200108,
ZT01,1510024813,2019,3,,50,S,H,V1,34795.67,6256956,,KN,20191210,
ZT01,1510024567,2019,3,,50,S,H,V1,34947.98,6256956,,KN,20191108,
ZT01,1510024354,2019,3,,50,S,H,V1,35288.27,6256956,,KN,20191007,
ZT01,1510024185,2019,3,,50,S,H,V1,35969.82,6256956,,KN,20190906,
ZT01,1510023954,2019,3,,50,S,H,V1,35672.91,6256956,,KN,20190807,
ZT01,1510023742,2019,3,,50,S,H,V1,35539.4,6256956,,KN,20190705,
ZT01,1510023595,2019,3,,50,S,H,V1,35159.58,6256956,,KN,20190610,
ZT01,1510023420,2019,3,,50,S,H,V1,35168.74,6256956,,KN,20190509,
ZT01,1510023284,2019,3,,50,S,H,V1,34685.77,6256956,,KN,20190408,
ZT01,1510023162,2019,3,,50,S,H,V1,34749.4,6256956,,KN,20190311,
ZT01,1510022990,2019,3,,50,S,H,V1,34861.22,6256956,,KN,20190208,
ZT01,1510022856,2019,3,,50,S,H,V1,34845.32,6256956,,KN,20190110,
ZY05,1510091287,2019,2,,40,S,S,Q1,88879.79,6256956,,KN,20190916,
ZY05,1510090601,2019,2,,40,S,S,Q1,57128.71,6256956,,KN,20190809,
ZY05,1510090594,2019,2,,40,S,S,Q1,149062.23,6256956,,KN,20190809,
ZY05,1510090024,2019,2,,40,S,S,Q1,36939.36,6256956,,KN,20190704,
ZY05,1510090021,2019,2,,40,S,S,Q1,69069.57,6256956,,KN,20190704,
ZY08,1510035803,2019,2,,40,S,S,Q1,73899.8,6256956,,KN,20190916,
ZY08,1510035556,2019,2,,40,S,S,Q1,48556.49,6256956,,KN,20190809,
ZY08,1510035555,2019,2,,40,S,S,Q1,143200.5,6256956,,KN,20190809,
ZY08,1510035346,2019,2,,40,S,S,Q1,46913.55,6256956,,KN,20190704,
ZY08,1510035338,2019,2,,40,S,S,Q1,40344.88,6256956,,KN,20190704,
ZX48,1510208212,2020,4,,50,S,H,,34345,8426656,,KN,20200201,
ZX48,1510208211,2020,4,,50,S,H,,34345,8426656,,KN,20200201,
ZX48,1510208210,2020,4,,50,S,H,,34345,8426656,,KN,20200201,
ZX48,1510208209,2020,4,,50,S,H,,34345,8426656,,KN,20200201,
ZX48,1510208208,2020,4,,50,S,H,,34345,8426656,,KN,20200201,
ZX48,1510204409,2019,4,,50,S,H,,34345,8426656,,KN,20191202,800002022
ZX48,1510204408,2019,4,,50,S,H,,34345,8426656,,KN,20191202,
ZX48,1510204407,2019,4,,50,S,H,,34345,8426656,,KN,20191202,
ZX48,1510204406,2019,4,,50,S,H,,34345,8426656,,KN,20191202,
ZX48,1510204405,2019,4,,50,S,H,,34345,8426656,,KN,20191202,
ZX48,1510204404,2019,4,,50,S,H,,34345,8426656,,KN,20191202,
ZX48,1510204403,2019,4,,50,S,H,,34345,8426656,,KN,20191202,
ZX48,1510197286,2019,4,,50,S,H,,34345,8426656,,KN,20190820,
ZX48,1510197285,2019,4,,50,S,H,,34345,8426656,,KN,20190820,
BE01,1510034319,2019,2,,40,S,S,B5,34488.4,8015506,,KN,20190820,
ZX48,1510188296,2019,2,,40,S,S,QD,36144.44,8015506,,KN,20190507,
CH02,1510009946,2019,2,,40,S,S,V0,35945,8015506,,KN,20190305,
ZC04,1510043834,2020,186,,50,S,H,,34820,8015506,,KN,20200313,
ZC04,1510043834,2020,185,,50,S,H,,36655,8015506,,KN,20200313,
ZC04,1510043834,2020,184,,50,S,H,,36065,8015506,,KN,20200313,
ZC04,1510043834,2020,183,,50,S,H,,35109,8015506,,KN,20200313,
ZC04,1510043834,2020,182,,50,S,H,,35145,8015506,,KN,20200313,
ZC04,1510043834,2020,181,,50,S,H,,49295,8015506,,KN,20200313,
ZC04,1510043834,2020,180,,50,S,H,,34395,8015506,,KN,20200313,
ZC04,1510043834,2020,179,,50,S,H,,36156,8015506,,KN,20200313,
ZC04,1510043834,2020,178,,50,S,H,,35735,8015506,,KN,20200313,
ZC04,1510043834,2020,177,,40,S,S,,35405,8015506,,KN,20200313,
ZC04,1510043834,2020,176,,40,S,S,,34580,8015506,,KN,20200313,
ZC04,1510043834,2020,175,,40,S,S,,43975,8015506,,KN,20200313,
ZC04,1510043834,2020,174,,40,S,S,,42659,8015506,,KN,20200313,
ZC04,1510043834,2020,173,,40,S,S,,35226,8015506,,KN,20200313,
ZC04,1510043834,2020,172,,40,S,S,,41307,8015506,,KN,20200313,
ZC04,1510043834,2020,171,,40,S,S,,59614,8015506,,KN,20200313,
ZC04,1510043834,2020,170,,40,S,S,,36339,8015506,,KN,20200313,
ZC04,1510043834,2020,169,,40,S,S,,45856,8015506,,KN,20200313,
ZC04,1510043834,2020,168,,40,S,S,,41055,8015506,,KN,20200313,
ZC04,1510043834,2020,167,,40,S,S,,48229,8015506,,KN,20200313,
ZC04,1510043834,2020,166,,40,S,S,,38825,8015506,,KN,20200313,
ZC04,1510043834,2020,165,,40,S,S,,36365,8015506,,KN,20200313,
ZC04,1510043834,2020,164,,40,S,S,,41725,8015506,,KN,20200313,
ZC04,1510043834,2020,163,,40,S,S,,50772,8015506,,KN,20200313,
ZC04,1510043834,2020,162,,40,S,S,,39145,8015506,,KN,20200313,
ZC04,1510043834,2020,161,,40,S,S,,39505,8015506,,KN,20200313,
ZC04,1510043834,2020,160,,40,S,S,,43843,8015506,,KN,20200313,
ZC04,1510043834,2020,159,,40,S,S,,39795,8015506,,KN,20200313,
ZC04,1510043834,2020,158,,40,S,S,,38292,8015506,,KN,20200313,
ZC04,1510043834,2020,157,,40,S,S,,43997,8015506,,KN,20200313,
ZC04,1510043834,2020,156,,40,S,S,,45052,8015506,,KN,20200313,
ZC04,1510043834,2020,155,,40,S,S,,35221,8015506,,KN,20200313,
ZC04,1510043834,2020,154,,40,S,S,,40895,8015506,,KN,20200313,
ZC04,1510043834,2020,153,,40,S,S,,42525,8015506,,KN,20200313,
ZC04,1510043834,2020,152,,40,S,S,,36240,8015506,,KN,20200313,
ZC04,1510043834,2020,151,,40,S,S,,35945,8015506,,KN,20200313,
ZC04,1510043834,2020,150,,40,S,S,,53502,8015506,,KN,20200313,
ZC04,1510043834,2020,149,,40,S,S,,37425,8015506,,KN,20200313,
ZC04,1510043834,2020,148,,40,S,S,,38073,8015506,,KN,20200313,
ZC04,1510043834,2020,147,,40,S,S,,59357,8015506,,KN,20200313,
ZC04,1510043834,2020,146,,40,S,S,,39165,8015506,,KN,20200313,
ZC04,1510043834,2020,145,,40,S,S,,39465,8015506,,KN,20200313,
ZC04,1510043834,2020,144,,40,S,S,,38165,8015506,,KN,20200313,
ZC04,1510043834,2020,143,,40,S,S,,49607,8015506,,KN,20200313,
ZC04,1510043834,2020,142,,40,S,S,,35215,8015506,,KN,20200313,
ZC04,1510043834,2020,141,,40,S,S,,36815,8015506,,KN,20200313,
ZC04,1510043834,2020,140,,40,S,S,,35915,8015506,,KN,20200313,
ZC04,1510043834,2020,139,,40,S,S,,68537,8015506,,KN,20200313,
ZC04,1510043834,2020,138,,40,S,S,,40332,8015506,,KN,20200313,
ZC04,1510043834,2020,137,,40,S,S,,36680,8015506,,KN,20200313,
ZC04,1510043834,2020,136,,40,S,S,,37285,8015506,,KN,20200313,
ZC04,1510043834,2020,135,,40,S,S,,41124,8015506,,KN,20200313,
ZC04,1510043834,2020,134,,40,S,S,,44696,8015506,,KN,20200313,
ZC04,1510043834,2020,133,,40,S,S,,69310,8015506,,KN,20200313,
ZC04,1510043834,2020,132,,40,S,S,,36775,8015506,,KN,20200313,
ZC04,1510043834,2020,131,,40,S,S,,39257,8015506,,KN,20200313,
ZC04,1510043834,2020,130,,40,S,S,,34570,8015506,,KN,20200313,
ZC04,1510043834,2020,129,,40,S,S,,63695,8015506,,KN,20200313,
ZC04,1510043834,2020,128,,40,S,S,,37777,8015506,,KN,20200313,
ZC04,1510043834,2020,127,,40,S,S,,36925,8015506,,KN,20200313,
ZC04,1510043834,2020,126,,40,S,S,,37010,8015506,,KN,20200313,
ZC04,1510043834,2020,125,,40,S,S,,36211,8015506,,KN,20200313,
ZC04,1510043834,2020,124,,40,S,S,,38755,8015506,,KN,20200313,
ZC04,1510043834,2020,123,,40,S,S,,36175,8015506,,KN,20200313,
ZC04,1510043834,2020,122,,40,S,S,,37585,8015506,,KN,20200313,
ZC04,1510043834,2020,121,,40,S,S,,36935,8015506,,KN,20200313,
ZC04,1510043834,2020,120,,40,S,S,,57399,8015506,,KN,20200313,
ZC04,1510043834,2020,119,,40,S,S,,37799,8015506,,KN,20200313,
ZC04,1510043834,2020,118,,40,S,S,,40981,8015506,,KN,20200313,
ZC04,1510043834,2020,117,,40,S,S,,40962,8015506,,KN,20200313,
ZC04,1510043834,2020,116,,40,S,S,,50227,8015506,,KN,20200313,
ZC04,1510043834,2020,115,,40,S,S,,36495,8015506,,KN,20200313,
ZC04,1510043834,2020,114,,40,S,S,,38435,8015506,,KN,20200313,
ZC04,1510043834,2020,113,,40,S,S,,39656,8015506,,KN,20200313,
ZC04,1510043834,2020,112,,40,S,S,,37285,8015506,,KN,20200313,
ZC04,1510043834,2020,111,,40,S,S,,37675,8015506,,KN,20200313,
ZC04,1510043834,2020,110,,40,S,S,,43159,8015506,,KN,20200313,
ZC04,1510043834,2020,109,,40,S,S,,37051,8015506,,KN,20200313,
ZC04,1510043834,2020,108,,40,S,S,,47675,8015506,,KN,20200313,
ZC04,1510043834,2020,107,,40,S,S,,35725,8015506,,KN,20200313,
ZC04,1510043834,2020,106,,40,S,S,,55749,8015506,,KN,20200313,
ZC04,1510043834,2020,105,,40,S,S,,45006,8015506,,KN,20200313,
ZC04,1510043834,2020,104,,40,S,S,,40880,8015506,,KN,20200313,
ZC04,1510043834,2020,103,,40,S,S,,34508,8015506,,KN,20200313,
ZC04,1510043834,2020,102,,40,S,S,,38575,8015506,,KN,20200313,
ZC04,1510043834,2020,101,,40,S,S,,36115,8015506,,KN,20200313,
ZC04,1510043834,2020,100,,40,S,S,,38285,8015506,,KN,20200313,
ZC04,1510043834,2020,99,,40,S,S,,66348,8015506,,KN,20200313,
ZC04,1510043834,2020,98,,40,S,S,,57607,8015506,,KN,20200313,
ZC04,1510043834,2020,97,,40,S,S,,44393,8015506,,KN,20200313,
ZC04,1510043834,2020,96,,40,S,S,,54446,8015506,,KN,20200313,
ZC04,1510043834,2020,95,,40,S,S,,40465,8015506,,KN,20200313,
ZC04,1510043834,2020,94,,40,S,S,,40346,8015506,,KN,20200313,
ZC04,1510043834,2020,93,,40,S,S,,51903,8015506,,KN,20200313,
ZC04,1510043834,2020,92,,40,S,S,,39385,8015506,,KN,20200313,
ZC04,1510043834,2020,91,,40,S,S,,39865,8015506,,KN,20200313,
ZC04,1510043834,2020,90,,40,S,S,,43829,8015506,,KN,20200313,
ZC04,1510043834,2020,89,,40,S,S,,41055,8015506,,KN,20200313,
ZC04,1510043834,2020,88,,40,S,S,,37114,8015506,,KN,20200313,
ZC04,1510043834,2020,87,,40,S,S,,40669,8015506,,KN,20200313,
ZC04,1510043834,2020,86,,40,S,S,,36255,8015506,,KN,20200313,
ZC04,1510043834,2020,85,,40,S,S,,34679,8015506,,KN,20200313,
ZC04,1510043834,2020,84,,40,S,S,,35265,8015506,,KN,20200313,
ZC04,1510043834,2020,83,,40,S,S,,35715,8015506,,KN,20200313,
ZC04,1510043834,2020,82,,40,S,S,,36155,8015506,,KN,20200313,
ZC04,1510043834,2020,81,,40,S,S,,46929,8015506,,KN,20200313,
ZC04,1510043834,2020,80,,40,S,S,,39846,8015506,,KN,20200313,
ZC04,1510043834,2020,79,,40,S,S,,36505,8015506,,KN,20200313,
ZC04,1510043834,2020,78,,40,S,S,,38380,8015506,,KN,20200313,
ZC04,1510043834,2020,77,,40,S,S,,52168,8015506,,KN,20200313,
ZC04,1510043834,2020,76,,40,S,S,,35770,8015506,,KN,20200313,
ZC04,1510043834,2020,75,,40,S,S,,37923,8015506,,KN,20200313,
ZC04,1510043834,2020,74,,40,S,S,,35575,8015506,,KN,20200313,
ZC04,1510043834,2020,73,,40,S,S,,41314,8015506,,KN,20200313,
ZC04,1510043834,2020,72,,40,S,S,,37715,8015506,,KN,20200313,
ZC04,1510043834,2020,71,,40,S,S,,47579,8015506,,KN,20200313,
ZC04,1510043834,2020,70,,40,S,S,,37520,8015506,,KN,20200313,
ZC04,1510043834,2020,69,,40,S,S,,42922,8015506,,KN,20200313,
ZC04,1510043834,2020,68,,40,S,S,,35315,8015506,,KN,20200313,
ZC04,1510043834,2020,67,,40,S,S,,37816,8015506,,KN,20200313,
ZC04,1510043834,2020,66,,40,S,S,,37688,8015506,,KN,20200313,
ZC04,1510043834,2020,65,,40,S,S,,41165,8015506,,KN,20200313,
ZC04,1510043834,2020,64,,40,S,S,,53639,8015506,,KN,20200313,
ZC04,1510043834,2020,63,,40,S,S,,37715,8015506,,KN,20200313,
ZC04,1510043834,2020,62,,40,S,S,,42720,8015506,,KN,20200313,
ZC04,1510043834,2020,61,,40,S,S,,37945,8015506,,KN,20200313,
ZC04,1510043834,2020,60,,40,S,S,,37195,8015506,,KN,20200313,
ZC04,1510043834,2020,59,,40,S,S,,35325,8015506,,KN,20200313,
ZC04,1510043834,2020,58,,40,S,S,,35108,8015506,,KN,20200313,
ZC04,1510043834,2020,57,,40,S,S,,39855,8015506,,KN,20200313,
ZC04,1510043834,2020,56,,40,S,S,,38155,8015506,,KN,20200313,
ZC04,1510043834,2020,55,,40,S,S,,37025,8015506,,KN,20200313,
ZC04,1510043834,2020,54,,40,S,S,,42833,8015506,,KN,20200313,
ZC04,1510043834,2020,53,,40,S,S,,37345,8015506,,KN,20200313,
ZC04,1510043834,2020,52,,40,S,S,,36321,8015506,,KN,20200313,
ZC04,1510043834,2020,51,,40,S,S,,37795,8015506,,KN,20200313,
ZC04,1510043834,2020,50,,40,S,S,,45116,8015506,,KN,20200313,
ZC04,1510043834,2020,49,,40,S,S,,39500,8015506,,KN,20200313,
ZC04,1510043834,2020,48,,40,S,S,,39185,8015506,,KN,20200313,
ZC04,1510043834,2020,47,,40,S,S,,43745,8015506,,KN,20200313,
ZC04,1510043834,2020,46,,40,S,S,,36974,8015506,,KN,20200313,
ZC04,1510043834,2020,45,,40,S,S,,36565,8015506,,KN,20200313,
ZC04,1510043834,2020,44,,40,S,S,,36205,8015506,,KN,20200313,
ZC04,1510043834,2020,43,,40,S,S,,42699,8015506,,KN,20200313,
ZC04,1510043834,2020,42,,40,S,S,,46338,8015506,,KN,20200313,
ZC04,1510043834,2020,41,,40,S,S,,45245,8015506,,KN,20200313,
ZC04,1510043834,2020,40,,40,S,S,,36985,8015506,,KN,20200313,
ZC04,1510043834,2020,39,,40,S,S,,37815,8015506,,KN,20200313,
ZC04,1510043834,2020,38,,40,S,S,,35615,8015506,,KN,20200313,
ZC04,1510043834,2020,37,,40,S,S,,41635,8015506,,KN,20200313,
ZC04,1510043834,2020,36,,40,S,S,,37970,8015506,,KN,20200313,
ZC04,1510043834,2020,35,,40,S,S,,34571,8015506,,KN,20200313,
ZC04,1510043834,2020,34,,40,S,S,,44325,8015506,,KN,20200313,
ZC04,1510043834,2020,33,,40,S,S,,50382,8015506,,KN,20200313,
ZC04,1510043834,2020,32,,40,S,S,,42400,8015506,,KN,20200313,
ZC04,1510043834,2020,31,,40,S,S,,36077,8015506,,KN,20200313,
ZC04,1510043834,2020,30,,40,S,S,,52434,8015506,,KN,20200313,
ZC04,1510043834,2020,29,,40,S,S,,36575,8015506,,KN,20200313,
ZC04,1510043834,2020,28,,40,S,S,,35537,8015506,,KN,20200313,
ZC04,1510043834,2020,27,,40,S,S,,37495,8015506,,KN,20200313,
ZC04,1510043834,2020,26,,40,S,S,,35595,8015506,,KN,20200313,
ZC04,1510043834,2020,25,,40,S,S,,42265,8015506,,KN,20200313,
ZC04,1510043834,2020,24,,40,S,S,,41724,8015506,,KN,20200313,
ZC04,1510043834,2020,23,,40,S,S,,44874,8015506,,KN,20200313,
ZC04,1510043834,2020,22,,40,S,S,,44209,8015506,,KN,20200313,
ZC04,1510043834,2020,21,,40,S,S,,41130,8015506,,KN,20200313,
ZC04,1510043834,2020,20,,40,S,S,,45562,8015506,,KN,20200313,
ZC04,1510043834,2020,19,,40,S,S,,35845,8015506,,KN,20200313,
ZC04,1510043834,2020,18,,40,S,S,,45292,8015506,,KN,20200313,
ZC04,1510043834,2020,17,,40,S,S,,34645,8015506,,KN,20200313,
ZC04,1510043834,2020,16,,40,S,S,,63187,8015506,,KN,20200313,
ZC04,1510043834,2020,15,,40,S,S,,43635,8015506,,KN,20200313,
ZC04,1510043834,2020,14,,40,S,S,,40345,8015506,,KN,20200313,
ZC04,1510043834,2020,13,,40,S,S,,52594,8015506,,KN,20200313,
ZC04,1510043834,2020,12,,40,S,S,,66262,8015506,,KN,20200313,
ZC04,1510043834,2020,11,,40,S,S,,44755,8015506,,KN,20200313,
ZC04,1510043834,2020,10,,40,S,S,,61348,8015506,,KN,20200313,
ZC04,1510043834,2020,9,,40,S,S,,53986,8015506,,KN,20200313,
ZC04,1510043834,2020,8,,40,S,S,,38951,8015506,,KN,20200313,
ZC04,1510043834,2020,7,,40,S,S,,38960,8015506,,KN,20200313,
ZC04,1510043834,2020,6,,40,S,S,,38915,8015506,,KN,20200313,
ZC04,1510043834,2020,5,,40,S,S,,36260,8015506,,KN,20200313,
ZC04,1510043834,2020,4,,40,S,S,,52834,8015506,,KN,20200313,
ZC04,1510043834,2020,3,,40,S,S,,50295,8015506,,KN,20200313,
ZC04,1510043834,2020,2,,40,S,S,,46635,8015506,,KN,20200313,
ZC04,1510043719,2020,21,,50,S,H,,45321,8015506,,KN,20200301,
ZC04,1510043719,2020,20,,40,S,S,,36857,8015506,,KN,20200301,
ZC04,1510043719,2020,19,,40,S,S,,94486,8015506,,KN,20200301,
ZC04,1510043719,2020,18,,40,S,S,,35716,8015506,,KN,20200301,
ZC04,1510043719,2020,17,,40,S,S,,254384,8015506,,KN,20200301,
ZC04,1510043719,2020,16,,40,S,S,,55046,8015506,,KN,20200301,
ZC04,1510043719,2020,15,,50,S,H,,44193,8015506,,KN,20200301,
ZC04,1510043719,2020,14,,40,S,S,,72220,8015506,,KN,20200301,
ZC04,1510043719,2020,13,,40,S,S,,39860,8015506,,KN,20200301,
ZC04,1510043719,2020,12,,40,S,S,,114676,8015506,,KN,20200301,
ZC04,1510043719,2020,11,,40,S,S,,55342,8015506,,KN,20200301,
ZC04,1510043719,2020,10,,40,S,S,,155601,8015506,,KN,20200301,
ZC04,1510043719,2020,9,,50,S,H,,34512,8015506,,KN,20200301,
ZC04,1510043719,2020,8,,50,S,H,,44194,8015506,,KN,20200301,
ZC04,1510043719,2020,7,,40,S,S,,89647,8015506,,KN,20200301,
ZC04,1510043719,2020,6,,40,S,S,,68382,8015506,,KN,20200301,
ZC04,1510043719,2020,5,,40,S,S,,55947,8015506,,KN,20200301,
ZC04,1510043719,2020,4,,40,S,S,,96217,8015506,,KN,20200301,
ZC04,1510043719,2020,3,,40,S,S,,34470,8015506,,KN,20200301,
ZC04,1510043719,2020,2,,40,S,S,,37378,8015506,,KN,20200301,
ZC04,1510043572,2020,55,,40,S,S,,46553,8015506,,KN,20200224,
ZC04,1510043572,2020,54,,40,S,S,,39908,8015506,,KN,20200224,
ZC04,1510043572,2020,53,,40,S,S,,41471,8015506,,KN,20200224,
ZC04,1510043572,2020,52,,40,S,S,,40262,8015506,,KN,20200224,
ZC04,1510043572,2020,51,,40,S,S,,56297,8015506,,KN,20200224,
ZC04,1510043572,2020,50,,40,S,S,,88044,8015506,,KN,20200224,
ZC04,1510043572,2020,49,,40,S,S,,63069,8015506,,KN,20200224,
ZC04,1510043572,2020,48,,40,S,S,,133531,8015506,,KN,20200224,
ZC04,1510043572,2020,47,,40,S,S,,57940,8015506,,KN,20200224,
ZC04,1510043572,2020,46,,50,S,H,,56562,8015506,,KN,20200224,
ZC04,1510043572,2020,45,,40,S,S,,149100,8015506,,KN,20200224,
ZC04,1510043572,2020,44,,40,S,S,,41975,8015506,,KN,20200224,
ZC04,1510043572,2020,43,,40,S,S,,41575,8015506,,KN,20200224,
ZC04,1510043572,2020,42,,40,S,S,,67832,8015506,,KN,20200224,
ZC04,1510043572,2020,41,,40,S,S,,49529,8015506,,KN,20200224,
ZC04,1510043572,2020,40,,40,S,S,,57452,8015506,,KN,20200224,
ZC04,1510043572,2020,39,,40,S,S,,43035,8015506,,KN,20200224,
ZC04,1510043572,2020,38,,40,S,S,,74541,8015506,,KN,20200224,
ZC04,1510043572,2020,37,,40,S,S,,62860,8015506,,KN,20200224,
ZC04,1510043572,2020,36,,40,S,S,,59829,8015506,,KN,20200224,
ZC04,1510043572,2020,35,,40,S,S,,38024,8015506,,KN,20200224,
ZC04,1510043572,2020,34,,40,S,S,,38053,8015506,,KN,20200224,
ZC04,1510043572,2020,33,,40,S,S,,41080,8015506,,KN,20200224,
ZC04,1510043572,2020,32,,40,S,S,,106126,8015506,,KN,20200224,
ZC04,1510043572,2020,31,,50,S,H,,57048,8015506,,KN,20200224,
ZC04,1510043572,2020,30,,40,S,S,,54893,8015506,,KN,20200224,
ZC04,1510043572,2020,29,,40,S,S,,37364,8015506,,KN,20200224,
ZC04,1510043572,2020,28,,40,S,S,,38251,8015506,,KN,20200224,
ZC04,1510043572,2020,27,,40,S,S,,48945,8015506,,KN,20200224,
ZC04,1510043572,2020,26,,40,S,S,,37459,8015506,,KN,20200224,
ZC04,1510043572,2020,25,,40,S,S,,97485,8015506,,KN,20200224,
ZC04,1510043572,2020,24,,40,S,S,,35817,8015506,,KN,20200224,
ZC04,1510043572,2020,23,,40,S,S,,64442,8015506,,KN,20200224,
ZC04,1510043572,2020,22,,40,S,S,,34945,8015506,,KN,20200224,
ZC04,1510043572,2020,21,,40,S,S,,75010,8015506,,KN,20200224,
ZC04,1510043572,2020,20,,40,S,S,,37169,8015506,,KN,20200224,
ZC04,1510043572,2020,19,,40,S,S,,66676,8015506,,KN,20200224,
ZC04,1510043572,2020,18,,40,S,S,,42534,8015506,,KN,20200224,
ZC04,1510043572,2020,17,,40,S,S,,45229,8015506,,KN,20200224,
ZC04,1510043572,2020,16,,40,S,S,,79725,8015506,,KN,20200224,
ZC04,1510043572,2020,15,,40,S,S,,217730,8015506,,KN,20200224,
ZC04,1510043572,2020,14,,40,S,S,,65217,8015506,,KN,20200224,
ZC04,1510043572,2020,13,,40,S,S,,47604,8015506,,KN,20200224,
ZC04,1510043572,2020,12,,40,S,S,,36337,8015506,,KN,20200224,
ZC04,1510043572,2020,11,,40,S,S,,38048,8015506,,KN,20200224,
ZC04,1510043572,2020,10,,40,S,S,,58174,8015506,,KN,20200224,
ZC04,1510043572,2020,9,,40,S,S,,36960,8015506,,KN,20200224,
ZC04,1510043572,2020,8,,40,S,S,,36827,8015506,,KN,20200224,
ZC04,1510043572,2020,7,,40,S,S,,60231,8015506,,KN,20200224,
ZC04,1510043572,2020,6,,40,S,S,,40614,8015506,,KN,20200224,
ZC04,1510043572,2020,5,,40,S,S,,54361,8015506,,KN,20200224,
ZC04,1510043572,2020,4,,40,S,S,,67310,8015506,,KN,20200224,
