TIME	Signal
2001-01-01	0.830267658
2001-01-02	1.659043239
2001-01-03	2.484838866
2001-01-04	3.306175046
2001-01-05	4.121584834
2001-01-06	4.929617962
2001-01-07	5.728844917
2001-01-08	6.517860965
2001-01-09	7.295290104
2001-01-10	8.059788937
2001-01-11	8.810050449
2001-01-12	9.544807685
2001-01-13	10.26283732
2001-01-14	10.96296309
2001-01-15	11.64405912
2001-01-16	12.30505307
2001-01-17	12.94492918
2001-01-18	13.56273109
2001-01-19	14.15756456
2001-01-20	14.72859999
2001-01-21	15.27507474
2001-01-22	15.79629527
2001-01-23	16.2916391
2001-01-24	16.76055657
2001-01-25	17.20257239
2001-01-26	17.61728694
2001-01-27	18.00437744
2001-01-28	18.36359883
2001-01-29	18.69478447
2001-01-30	18.99784662
2001-01-31	19.27277665
2001-02-01	19.51964512
2001-02-02	19.73860151
2001-02-03	19.92987388
2001-02-04	20.09376815
2001-02-05	20.23066732
2001-02-06	20.34103032
2001-02-07	20.42539074
2001-02-08	20.48435536
2001-02-09	20.51860241
2001-02-10	20.52887967
2001-02-11	20.51600237
2001-02-12	20.48085088
2001-02-13	20.42436827
2001-02-14	20.3475576
2001-02-15	20.25147916
2001-02-16	20.13724743
2001-02-17	20.00602799
2001-02-18	19.85903421
2001-02-19	19.69752385
2001-02-20	19.52279552
2001-02-21	19.33618502
2001-02-22	19.13906157
2001-02-23	18.93282399
2001-02-24	18.71889675
2001-02-25	18.49872594
2001-02-26	18.27377522
2001-02-27	18.04552172
2001-02-28	17.81545183
2001-03-01	17.58505708
2001-03-02	17.35582991
2001-03-03	17.12925946
2001-03-04	16.9068274
2001-03-05	16.69000377
2001-03-06	16.48024281
2001-03-07	16.27897889
2001-03-08	16.08762249
2001-03-09	15.90755618
2001-03-10	15.74013078
2001-03-11	15.58666156
2001-03-12	15.44842447
2001-03-13	15.32665266
2001-03-14	15.22253289
2001-03-15	15.1372023
2001-03-16	15.07174513
2001-03-17	15.02718971
2001-03-18	15.00450556
2001-03-19	15.00460065
2001-03-20	15.02831886
2001-03-21	15.0764376
2001-03-22	15.14966561
2001-03-23	15.24864099
2001-03-24	15.37392939
2001-03-25	15.52602241
2001-03-26	15.70533623
2001-03-27	15.91221045
2001-03-28	16.1469071
2001-03-29	16.40960993
2001-03-30	16.7004239
2001-03-31	17.01937485
2001-04-01	17.36640945
2001-04-02	17.74139537
2001-04-03	18.14412159
2001-04-04	18.57429907
2001-04-05	19.03156152
2001-04-06	19.51546642
2001-04-07	20.02549631
2001-04-08	20.56106019
2001-04-09	21.12149523
2001-04-10	21.70606861
2001-04-11	22.3139796
2001-04-12	22.9443618
2001-04-13	23.59628556
2001-04-14	24.26876064
2001-04-15	24.96073896
2001-04-16	25.67111757
2001-04-17	26.39874173
2001-04-18	27.14240819
2001-04-19	27.90086856
2001-04-20	28.6728328
2001-04-21	29.4569729
2001-04-22	30.25192658
2001-04-23	31.05630112
2001-04-24	31.86867731
2001-04-25	32.68761342
2001-04-26	33.51164925
2001-04-27	34.33931027
2001-04-28	35.16911173
2001-04-29	35.99956287
2001-04-30	36.82917109
2001-05-01	37.65644617
2001-05-02	38.47990447
2001-05-03	39.29807305
2001-05-04	40.1094939
2001-05-05	40.91272796
2001-05-06	41.70635923
2001-05-07	42.48899872
2001-05-08	43.25928837
2001-05-09	44.01590486
2001-05-10	44.75756338
2001-05-11	45.48302116
2001-05-12	46.19108105
2001-05-13	46.88059484
2001-05-14	47.55046651
2001-05-15	48.19965532
2001-05-16	48.8271787
2001-05-17	49.43211507
